location_id,location_name,region,month,revenue,budget_revenue,labor_expense,other_expense,volume
LOC-103,Maple Heights,Northeast,2025-03-01,185717.32,186518.94,56650.64,75667.55,1204
LOC-103,Maple Heights,Northeast,2025-04-01,184591.68,183886.81,56997.39,68968.81,1175
LOC-103,Maple Heights,Northeast,2025-05-01,188453.11,188078.18,56230.62,69929.64,1206
LOC-103,Maple Heights,Northeast,2025-06-01,187701.59,187453.50,55620.56,70982.19,1185
LOC-103,Maple Heights,Northeast,2025-07-01,184848.28,185052.70,60895.21,72094.84,1195
LOC-103,Maple Heights,Northeast,2025-08-01,184495.45,185334.37,56969.32,70753.00,1205
LOC-103,Maple Heights,Northeast,2025-09-01,182256.93,181752.35,53914.98,72149.58,1267
LOC-103,Maple Heights,Northeast,2025-10-01,182317.69,183314.48,57513.21,74311.44,1268
LOC-103,Maple Heights,Northeast,2025-11-01,186054.70,184890.27,56441.45,71105.32,1215
LOC-103,Maple Heights,Northeast,2025-12-01,185344.27,184728.54,56056.77,74312.68,1284
LOC-104,Lakeview,Midwest,2025-01-01,181670.59,180519.04,56238.78,69057.89,1242
LOC-104,Lakeview,Midwest,2025-02-01,184105.13,184826.51,58487.27,71297.09,1239
LOC-104,Lakeview,Midwest,2025-03-01,185568.72,186773.88,55294.73,73447.23,1220
LOC-104,Lakeview,Midwest,2025-04-01,190186.07,188783.39,58911.60,76874.79,1253
LOC-104,Lakeview,Midwest,2025-05-01,190833.94,192320.96,62039.08,74515.53,1245
LOC-104,Lakeview,Midwest,2025-06-01,189869.22,190854.43,59902.27,77089.10,1251
LOC-104,Lakeview,Midwest,2025-07-01,185391.88,184017.04,58634.70,73689.37,1222
LOC-104,Lakeview,Midwest,2025-08-01,184612.38,183425.69,60814.17,69657.07,1256
LOC-104,Lakeview,Midwest,2025-09-01,184617.47,185778.15,57218.45,68570.76,1246
LOC-104,Lakeview,Midwest,2025-10-01,184873.68,184458.04,54650.96,71885.15,1298
LOC-104,Lakeview,Midwest,2025-11-01,185409.62,185613.81,57777.62,70901.01,1274
LOC-104,Lakeview,Midwest,2025-12-01,189628.47,188660.70,55701.82,72600.93,1268
LOC-105,Oak Ridge,Midwest,2025-01-01,188547.34,187374.51,59008.19,73343.98,1214
LOC-105,Oak Ridge,Midwest,2025-02-01,195355.09,193824.30,61795.84,73089.87,1232
LOC-105,Oak Ridge,Midwest,2025-03-01,195284.61,194850.80,62402.87,73013.51,1262
LOC-105,Oak Ridge,Midwest,2025-04-01,196570.64,196661.37,62966.78,73439.80,1278
LOC-105,Oak Ridge,Midwest,2025-05-01,199694.37,199570.67,63636.48,77950.41,1231
LOC-105,Oak Ridge,Midwest,2025-06-01,194978.97,194238.17,59681.79,79860.20,1273
LOC-105,Oak Ridge,Midwest,2025-07-01,196730.61,197638.09,59115.91,73577.98,1276
LOC-105,Oak Ridge,Midwest,2025-08-01,196232.76,195815.17,62495.52,72868.57,1313
LOC-105,Oak Ridge,Midwest,2025-09-01,192580.85,193048.90,57888.99,72865.65,1305
LOC-105,Oak Ridge,Midwest,2025-10-01,194728.37,195791.15,58445.52,76798.39,1264
LOC-105,Oak Ridge,Midwest,2025-11-01,195840.02,195495.94,63200.24,76808.72,1288
LOC-105,Oak Ridge,Midwest,2025-12-01,196432.42,195391.34,58960.53,79582.76,1297
LOC-106,Prairie Point,Midwest,2025-01-01,195491.64,195855.16,60503.08,79582.92,1274
LOC-106,Prairie Point,Midwest,2025-02-01,202419.13,201503.49,60045.75,75712.26,1259
LOC-106,Prairie Point,Midwest,2025-03-01,204338.47,204197.37,65084.90,81220.62,1289
LOC-106,Prairie Point,Midwest,2025-04-01,205715.48,204746.29,67149.89,80283.86,1293
LOC-106,Prairie Point,Midwest,2025-05-01,203409.63,204278.22,65748.16,75510.15,1277
LOC-106,Prairie Point,Midwest,2025-06-01,204420.87,204408.07,60962.25,76923.36,1286
LOC-106,Prairie Point,Midwest,2025-07-01,202102.99,201873.44,61631.11,80289.92,1331
LOC-106,Prairie Point,Midwest,2025-08-01,198709.31,199660.64,64666.84,81325.56,1288
LOC-106,Prairie Point,Midwest,2025-09-01,197300.62,196864.02,57355.16,75577.51,1321
LOC-106,Prairie Point,Midwest,2025-10-01,198649.64,198028.45,59706.49,78398.31,1283
LOC-106,Prairie Point,Midwest,2025-11-01,200739.05,201770.49,58995.07,80172.97,1311
LOC-106,Prairie Point,Midwest,2025-12-01,201169.32,202624.55,62889.61,77316.83,1320
LOC-107,Sunset Harbor,Southeast,2025-01-01,200817.48,201137.71,64754.58,75482.63,1261
LOC-107,Sunset Harbor,Southeast,2025-02-01,202892.43,201343.40,64051.46,80721.90,1272
LOC-107,Sunset Harbor,Southeast,2025-03-01,202703.97,201316.18,60930.56,77023.07,1322
LOC-107,Sunset Harbor,Southeast,2025-04-01,204989.16,203761.89,65036.48,76005.52,1335
LOC-107,Sunset Harbor,Southeast,2025-05-01,206220.25,205912.08,60416.88,82399.10,1302
LOC-107,Sunset Harbor,Southeast,2025-06-01,204369.69,203836.55,64840.18,82042.65,1300
LOC-107,Sunset Harbor,Southeast,2025-07-01,203427.06,203907.28,64400.86,78804.90,1332
LOC-107,Sunset Harbor,Southeast,2025-08-01,204211.05,203031.19,60058.39,82525.60,1314
LOC-107,Sunset Harbor,Southeast,2025-09-01,199863.96,200886.32,63270.93,73984.54,1299
LOC-107,Sunset Harbor,Southeast,2025-10-01,201986.15,201773.49,61621.04,76053.46,1327
LOC-107,Sunset Harbor,Southeast,2025-11-01,204591.22,204197.20,62480.82,80425.14,1359
LOC-107,Sunset Harbor,Southeast,2025-12-01,204895.59,204560.31,61474.42,81434.63,1370
LOC-108,Pinecrest,Southeast,2025-01-01,207470.84,206170.47,66193.70,79423.52,1317
LOC-108,Pinecrest,Southeast,2025-02-01,212626.34,212121.15,64090.96,85203.57,1297
LOC-108,Pinecrest,Southeast,2025-03-01,215319.74,214329.87,67661.24,83364.27,1334
LOC-108,Pinecrest,Southeast,2025-04-01,214658.66,215561.98,68899.41,80029.69,1320
LOC-108,Pinecrest,Southeast,2025-05-01,215935.04,215495.53,63077.65,83336.69,1290
LOC-108,Pinecrest,Southeast,2025-06-01,214578.86,215883.24,63170.80,84078.41,1339
LOC-108,Pinecrest,Southeast,2025-07-01,212471.26,212312.36,67956.67,85470.85,1342
LOC-108,Pinecrest,Southeast,2025-08-01,215719.77,217232.62,68958.79,81175.60,1338
LOC-108,Pinecrest,Southeast,2025-09-01,211912.44,213111.32,66491.64,86858.33,1334
LOC-108,Pinecrest,Southeast,2025-10-01,210730.82,209703.95,65450.27,79654.51,1373
LOC-108,Pinecrest,Southeast,2025-11-01,213699.92,214304.91,69402.01,86262.90,1346
LOC-108,Pinecrest,Southeast,2025-12-01,218753.32,218364.72,71188.56,86341.78,1383
LOC-109,Magnolia Park,Southeast,2025-01-01,210167.07,209323.28,63745.15,84663.02,1349
LOC-109,Magnolia Park,Southeast,2025-02-01,214494.48,214376.83,62936.56,84895.32,1330
LOC-109,Magnolia Park,Southeast,2025-03-01,217405.16,216138.02,64481.95,86962.86,1313
LOC-109,Magnolia Park,Southeast,2025-04-01,219348.53,218630.82,70138.59,85044.21,1354
LOC-109,Magnolia Park,Southeast,2025-05-01,216506.90,215253.64,68561.54,80456.22,1379
LOC-109,Magnolia Park,Southeast,2025-06-01,216693.14,216566.00,66678.13,83481.88,1365
LOC-109,Magnolia Park,Southeast,2025-07-01,218293.18,217132.89,70729.12,87830.82,1340
LOC-109,Magnolia Park,Southeast,2025-08-01,215125.37,213473.38,68089.10,81758.24,1400
LOC-109,Magnolia Park,Southeast,2025-09-01,210812.68,209964.90,66625.65,84647.64,1335
LOC-109,Magnolia Park,Southeast,2025-10-01,212393.99,211993.52,62824.41,81437.39,1367
LOC-109,Magnolia Park,Southeast,2025-11-01,217559.69,219213.50,68714.56,87949.03,1422
LOC-109,Magnolia Park,Southeast,2025-12-01,220205.64,221429.11,66961.26,86512.02,1360
LOC-110,Mesa Vista,Southwest,2025-01-01,218606.84,217196.90,64281.08,86645.62,1373
LOC-110,Mesa Vista,Southwest,2025-02-01,219482.73,219694.08,70971.00,84973.86,1352
LOC-110,Mesa Vista,Southwest,2025-03-01,225557.25,224400.82,73524.20,86871.57,1392
LOC-110,Mesa Vista,Southwest,2025-04-01,224635.75,226142.85,69418.40,87928.66,1337
LOC-110,Mesa Vista,Southwest,2025-05-01,228893.87,228221.23,75058.43,92238.47,1396
LOC-110,Mesa Vista,Southwest,2025-06-01,224411.52,223848.25,67396.73,86838.26,1351
LOC-110,Mesa Vista,Southwest,2025-07-01,222677.35,221458.53,71252.79,83309.02,1384
LOC-110,Mesa Vista,Southwest,2025-08-01,220258.14,219734.88,72662.38,84221.61,1361
LOC-110,Mesa Vista,Southwest,2025-09-01,218184.70,216749.45,63652.67,87797.17,1402
LOC-110,Mesa Vista,Southwest,2025-10-01,222139.63,220876.25,71566.11,85478.27,1386
LOC-110,Mesa Vista,Southwest,2025-11-01,222629.20,221868.66,68370.06,90271.81,1394
LOC-110,Mesa Vista,Southwest,2025-12-01,225780.01,224965.07,70388.21,83728.14,1377
LOC-111,Desert Springs,Southwest,2025-01-01,227186.67,226880.25,67275.13,89170.03,1332
LOC-111,Desert Springs,Southwest,2025-02-01,227572.52,226832.84,73901.64,87085.29,1408
LOC-111,Desert Springs,Southwest,2025-03-01,230700.34,230027.02,67786.39,86226.41,1385
LOC-111,Desert Springs,Southwest,2025-04-01,237109.18,235346.96,74868.61,94409.87,1384
LOC-111,Desert Springs,Southwest,2025-05-01,233000.41,231332.19,69487.49,91066.96,1357
LOC-111,Desert Springs,Southwest,2025-06-01,232044.13,230403.31,72287.82,87148.81,1386
LOC-111,Desert Springs,Southwest,2025-07-01,230627.75,229113.21,67210.68,92144.06,1378
LOC-111,Desert Springs,Southwest,2025-08-01,230511.22,228717.73,74157.53,93124.96,1396
LOC-111,Desert Springs,Southwest,2025-09-01,229819.55,228827.14,74411.19,90331.37,1436
LOC-111,Desert Springs,Southwest,2025-10-01,227596.11,225815.13,67596.11,88887.84,1467
LOC-111,Desert Springs,Southwest,2025-11-01,228271.88,228934.24,70319.29,90559.68,1422
LOC-111,Desert Springs,Southwest,2025-12-01,237389.29,237534.97,75975.94,95527.35,1424
LOC-112,Canyon Ridge,Southwest,2025-01-01,233803.15,232996.99,73456.44,94465.73,1404
LOC-112,Canyon Ridge,Southwest,2025-02-01,237956.37,239271.66,69429.65,92395.85,1433
LOC-112,Canyon Ridge,Southwest,2025-03-01,238837.64,239897.54,74892.92,92512.96,1377
LOC-112,Canyon Ridge,Southwest,2025-04-01,237729.47,239392.31,74217.80,90117.53,1440
LOC-112,Canyon Ridge,Southwest,2025-05-01,242030.89,243265.78,75554.96,93778.88,1455
LOC-112,Canyon Ridge,Southwest,2025-06-01,242711.63,242617.61,73610.57,94172.43,1409
LOC-112,Canyon Ridge,Southwest,2025-07-01,240271.57,238409.85,74248.47,96461.77,1421
LOC-112,Canyon Ridge,Southwest,2025-08-01,237144.76,235497.50,73913.24,89591.59,1396
LOC-112,Canyon Ridge,Southwest,2025-09-01,237217.09,238106.74,73919.34,90446.14,1470
LOC-112,Canyon Ridge,Southwest,2025-10-01,234173.83,232550.94,72050.14,89625.51,1424
LOC-112,Canyon Ridge,Southwest,2025-11-01,237584.61,238862.04,72089.50,92220.55,1457
LOC-112,Canyon Ridge,Southwest,2025-12-01,237692.13,237045.98,69262.27,93488.75,1429
LOC-113,Pacific Heights,West,2025-01-01,236601.15,237589.46,72745.79,88839.87,1390
LOC-113,Pacific Heights,West,2025-02-01,237194.39,238683.17,74897.90,96294.42,1397
LOC-113,Pacific Heights,West,2025-03-01,241367.32,240003.56,70523.33,94852.78,1398
LOC-113,Pacific Heights,West,2025-04-01,246275.56,247988.15,71697.58,97033.82,1438
LOC-113,Pacific Heights,West,2025-05-01,244175.16,245245.88,79314.41,96029.65,1464
LOC-113,Pacific Heights,West,2025-06-01,241826.24,242576.37,72167.26,94082.34,1439
LOC-113,Pacific Heights,West,2025-07-01,241402.63,240583.75,78149.79,98163.27,1454
LOC-113,Pacific Heights,West,2025-08-01,241271.58,242003.77,77316.56,92041.80,1472
LOC-113,Pacific Heights,West,2025-09-01,239699.73,238734.75,77027.51,89484.91,1422
LOC-113,Pacific Heights,West,2025-10-01,235990.62,237254.58,76253.21,93733.39,1437
LOC-113,Pacific Heights,West,2025-11-01,240304.68,238521.85,74259.54,94204.16,1491
LOC-113,Pacific Heights,West,2025-12-01,240315.53,239109.52,74018.14,92368.43,1457
LOC-114,Evergreen,West,2025-01-01,241946.11,241856.25,79444.29,93608.31,1403
LOC-114,Evergreen,West,2025-02-01,246684.36,246352.21,77251.74,99488.29,1484
LOC-114,Evergreen,West,2025-03-01,247926.71,246188.37,80901.82,93126.54,1454
LOC-114,Evergreen,West,2025-04-01,245698.11,245808.62,76139.68,98404.53,1466
LOC-114,Evergreen,West,2025-05-01,248815.97,248948.74,73879.20,99518.04,1467
LOC-114,Evergreen,West,2025-06-01,248610.63,250259.81,74614.11,99609.36,1428
LOC-114,Evergreen,West,2025-07-01,247781.16,247246.25,79704.24,100196.67,1515
LOC-114,Evergreen,West,2025-08-01,240785.69,240245.87,74705.68,95419.52,1467
LOC-114,Evergreen,West,2025-09-01,243438.91,243211.36,77941.86,92678.75,1493
LOC-114,Evergreen,West,2025-10-01,244005.29,243940.51,76234.33,96837.96,1522
LOC-114,Evergreen,West,2025-11-01,243445.08,242990.38,75586.40,99524.76,1525
LOC-114,Evergreen,West,2025-12-01,250930.71,249447.89,79753.22,96429.64,1537
LOC-115,Golden Valley,West,2025-01-01,242679.83,243616.98,77387.78,91326.13,1472
LOC-115,Golden Valley,West,2025-02-01,242927.40,241785.43,73515.61,95483.26,1501
LOC-115,Golden Valley,West,2025-03-01,248386.35,248278.64,72876.35,97381.39,1473
LOC-115,Golden Valley,West,2025-04-01,251047.59,249293.16,80183.20,99469.44,1457
LOC-115,Golden Valley,West,2025-05-01,253958.81,254051.23,81190.94,96698.52,1462
LOC-115,Golden Valley,West,2025-06-01,249810.32,249147.70,74727.19,101832.17,1489
LOC-115,Golden Valley,West,2025-07-01,245979.30,246302.78,73915.28,93013.56,1453
LOC-115,Golden Valley,West,2025-08-01,245848.05,246697.66,73276.27,97755.99,1548
LOC-115,Golden Valley,West,2025-09-01,248581.37,250468.87,76133.87,98250.14,1477
LOC-115,Golden Valley,West,2025-10-01,242253.99,241298.20,70899.18,91259.39,1516
LOC-115,Golden Valley,West,2025-11-01,244671.07,243426.62,77959.54,100310.41,1517
LOC-115,Golden Valley,West,2025-12-01,252964.04,253170.66,77819.95,96651.43,1510
